dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,model_id,query_source,eval_device
synthetic,1,0,protected_v_lowrank,3.5,3.5,0.987135112285614,3.3910319805145264,17.594087600708008,0.9787346124649048,1.0,1.0,0.824999988079071,0.989374041557312,0.11062869429588318,0.021489303559064865,96832.0,0.1846923828125,0.010333700003684498,0.0013814999983878806,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,full_kv,3.5,3.5,0.9853825569152832,3.4373791217803955,19.7629337310791,0.9807987809181213,1.0,1.0,0.7500000596046448,0.9890408515930176,0.11796699464321136,0.022457346320152283,59392.0,0.11328125,0.006328599993139505,0.001291100008529611,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_random,4,4.0,0.9936764240264893,2.301177740097046,8.741716384887695,0.9891873002052307,1.0,1.0,0.8500000238418579,1.0000001192092896,0.00014066038420423865,8.433913478711474e-08,299008.0,0.5703125,0.0033422999986214563,0.0011324999941280112,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_static,4,4.0,0.9947701692581177,2.0874722003936768,7.2243971824646,0.9908434152603149,1.0,1.0,0.9000000357627869,1.000000238418579,0.0001235558738699183,8.605586998555736e-08,299008.0,0.5703125,0.0031999000057112426,0.0011611000081757084,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,key_only_block_so8_learned,4,4.0,0.9941673278808594,2.232736110687256,7.987184524536133,0.9896913170814514,1.0,1.0,0.9000000357627869,1.0000001192092896,0.0001461625361116603,1.1519666998083267e-07,299008.0,0.5703125,0.003285600003437139,0.0011544000008143485,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v,4,4.0,0.9941673278808594,2.232736110687256,7.987184524536133,0.9896913170814514,1.0,1.0,0.9000000357627869,0.9964879155158997,0.0636589527130127,0.0071242996491491795,102144.0,0.19482421875,0.006013799997163005,0.001870199994300492,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,protected_v_lowrank,4,4.0,0.9941673278808594,2.232736110687256,7.987184524536133,0.9896913170814514,1.0,1.0,0.9000000357627869,0.996925413608551,0.060729242861270905,0.006238662172108889,110336.0,0.21044921875,0.008386899993638508,0.001522799997474067,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,0,full_kv,4,4.0,0.9936764240264893,2.301177740097046,8.741716384887695,0.9891873002052307,1.0,1.0,0.8500000238418579,0.9956535696983337,0.0745328739285469,0.008817947469651699,71680.0,0.13671875,0.003685800009407103,0.0008096000092336908,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,exact,exact,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,524288.0,1.0,0.00012829998740926385,0.00011419999646022916,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_random,2,2.0,0.9434705376625061,7.135440826416016,78.27741241455078,0.937716007232666,1.0,1.0,0.5750000476837158,0.9999986290931702,0.0006100275204516947,3.1029564979689894e-06,282624.0,0.5390625,0.002138099996955134,0.0011003999970853329,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_static,2,2.0,0.9475666880607605,6.799880027770996,75.1290283203125,0.9475566148757935,1.0,1.0,0.6250000596046448,0.9999997615814209,0.0002889448660425842,2.2321756887322408e-07,282624.0,0.5390625,0.0026830000133486465,0.001003500001388602,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_learned,2,2.0,0.9480761885643005,7.011841773986816,75.48925018310547,0.945636510848999,1.0,1.0,0.625,0.9999997615814209,0.00036388731678016484,3.968833937051386e-07,282624.0,0.5390625,0.002618300000904128,0.0009591999987605959,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v,2,2.0,0.9480761885643005,7.011841773986816,75.48925018310547,0.945636510848999,1.0,1.0,0.625,0.9572493433952332,0.22595848143100739,0.08891680091619492,71040.0,0.135498046875,0.0064528999937465414,0.001058900001225993,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v_lowrank,2,2.0,0.9480761885643005,7.011841773986816,75.48925018310547,0.945636510848999,1.0,1.0,0.625,0.9641657471656799,0.20902837812900543,0.07464586943387985,79232.0,0.151123046875,0.008137400000123307,0.0015037999983178452,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,full_kv,2,2.0,0.9434705376625061,7.135440826416016,78.27741241455078,0.937716007232666,1.0,1.0,0.5750000476837158,0.9382606148719788,0.27799543738365173,0.12486813962459564,38912.0,0.07421875,0.005410700003267266,0.00109859999793116,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_random,2.5,2.5,0.9760553240776062,4.57424783706665,32.721988677978516,0.9687979817390442,1.0,1.0,0.6499999761581421,0.9999998807907104,0.00019565975526347756,9.449560423036019e-08,284672.0,0.54296875,0.004612300006556325,0.0012469000066630542,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_static,2.5,2.5,0.9699417352676392,5.27263069152832,40.95745849609375,0.9633616805076599,1.0,1.0,0.675000011920929,0.9999997615814209,0.0003546340740285814,5.710845698558842e-07,284672.0,0.54296875,0.003789499998674728,0.0012439999991329387,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_learned,2.5,2.5,0.973552405834198,4.863527774810791,37.931602478027344,0.972626268863678,1.0,1.0,0.625,0.9999998807907104,0.00015216680185403675,5.105032130359177e-08,284672.0,0.54296875,0.004741099997772835,0.0015816999948583543,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v,2.5,2.5,0.973552405834198,4.863527774810791,37.931602478027344,0.972626268863678,1.0,1.0,0.625,0.9572382569313049,0.22591516375541687,0.08893294632434845,73088.0,0.139404296875,0.00800879999587778,0.001339499998721294,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v_lowrank,2.5,2.5,0.973552405834198,4.863527774810791,37.931602478027344,0.972626268863678,1.0,1.0,0.625,0.964156985282898,0.20900431275367737,0.07465843111276627,81280.0,0.155029296875,0.009475600003497675,0.0013156000059098005,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,full_kv,2.5,2.5,0.9760553240776062,4.57424783706665,32.721988677978516,0.9687979817390442,1.0,1.0,0.6499999761581421,0.9582471251487732,0.2325456440448761,0.08576255291700363,43008.0,0.08203125,0.006229299993719906,0.0010621999972499907,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_random,3,3.0,0.9789960384368896,4.2668585777282715,29.081520080566406,0.97575843334198,1.0,1.0,0.6750000715255737,0.9999998807907104,0.00018805303261615336,8.872215317978771e-08,290816.0,0.5546875,0.002645100001245737,0.0012860999995609745,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_static,3,3.0,0.9840673208236694,3.7796149253845215,22.15703582763672,0.9778105616569519,1.0,1.0,0.800000011920929,0.9999996423721313,0.0003542217018548399,8.059933520598861e-07,290816.0,0.5546875,0.0020117999956710264,0.0007163000118453056,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_learned,3,3.0,0.9831356406211853,3.6669669151306152,21.96323013305664,0.9811707735061646,1.0,1.0,0.8250000476837158,0.9999997615814209,0.00037917945883236825,4.6717894974790397e-07,290816.0,0.5546875,0.0036949000059394166,0.001184099994134158,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v,3,3.0,0.9831356406211853,3.6669669151306152,21.96323013305664,0.9811707735061646,1.0,1.0,0.8250000476837158,0.9877848029136658,0.12008563429117203,0.025332322344183922,86592.0,0.1651611328125,0.004872599994996563,0.0008671000105096027,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v_lowrank,3,3.0,0.9831356406211853,3.6669669151306152,21.96323013305664,0.9811707735061646,1.0,1.0,0.8250000476837158,0.9891282320022583,0.11475399136543274,0.022558143362402916,94784.0,0.1807861328125,0.007136800006264821,0.001062900002580136,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,full_kv,3,3.0,0.9789960384368896,4.2668585777282715,29.081520080566406,0.97575843334198,1.0,1.0,0.6750000715255737,0.9832390546798706,0.1486847698688507,0.034763116389513016,55296.0,0.10546875,0.0041083999967668205,0.000977099989540875,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_random,3.5,3.5,0.9880448579788208,3.195270538330078,15.968891143798828,0.9837749600410461,1.0,1.0,0.7750000953674316,0.9999998807907104,0.00019856207654811442,7.8769879507945e-08,292864.0,0.55859375,0.007013999987975694,0.0020895999914500862,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_static,3.5,3.5,0.9879885911941528,3.23954176902771,16.491039276123047,0.9825989007949829,1.0,1.0,0.8250000476837158,0.9999998807907104,0.000291890581138432,3.3529602205817355e-07,292864.0,0.55859375,0.0052321999974083155,0.0018646999960765243,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_learned,3.5,3.5,0.987397313117981,3.2049665451049805,16.550636291503906,0.9845190048217773,1.0,1.0,0.8250000476837158,0.9999996423721313,0.00028931087581440806,2.472439462053444e-07,292864.0,0.55859375,0.004258800006937236,0.0013564999972004443,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v,3.5,3.5,0.987397313117981,3.2049665451049805,16.550636291503906,0.9845190048217773,1.0,1.0,0.8250000476837158,0.9877832531929016,0.12008333206176758,0.025336606428027153,88640.0,0.1690673828125,0.006836999993538484,0.0012362000124994665,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v_lowrank,3.5,3.5,0.987397313117981,3.2049665451049805,16.550636291503906,0.9845190048217773,1.0,1.0,0.8250000476837158,0.9891272187232971,0.11476559937000275,0.022561319172382355,96832.0,0.1846923828125,0.010835100008989684,0.0016827000072225928,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,full_kv,3.5,3.5,0.9880448579788208,3.195270538330078,15.968891143798828,0.9837749600410461,1.0,1.0,0.7750000953674316,0.9890150427818298,0.11989863961935043,0.022794028744101524,59392.0,0.11328125,0.008301400011987425,0.0020053000043844804,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_random,4,4.0,0.9959937334060669,1.8274401426315308,5.244014263153076,0.9937835931777954,1.0,1.0,0.8500000834465027,1.0,0.00013021667837165296,6.764712878748469e-08,299008.0,0.5703125,0.0033435000077588484,0.001287100007175468,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_static,4,4.0,0.9952813386917114,1.9738733768463135,6.150336265563965,0.9921274781227112,1.0,1.0,0.9000000357627869,1.0,0.00020470915478654206,2.447437452701706e-07,299008.0,0.5703125,0.0036003999994136393,0.0014398000057553872,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,key_only_block_so8_learned,4,4.0,0.9945704340934753,2.1516757011413574,7.410285949707031,0.9924755096435547,1.0,1.0,0.925000011920929,0.9999997615814209,0.00027118620346300304,1.9312766141865723e-07,299008.0,0.5703125,0.0025480000040261075,0.0008534000080544502,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v,4,4.0,0.9945704340934753,2.1516757011413574,7.410285949707031,0.9924755096435547,1.0,1.0,0.925000011920929,0.9966669082641602,0.06293141096830368,0.0069501642137765884,102144.0,0.19482421875,0.005773500000941567,0.0009874999959720299,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,protected_v_lowrank,4,4.0,0.9945704340934753,2.1516757011413574,7.410285949707031,0.9924755096435547,1.0,1.0,0.925000011920929,0.9972045421600342,0.05813783407211304,0.005824281368404627,110336.0,0.21044921875,0.00794799999857787,0.0010889000113820657,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
synthetic,1,1,full_kv,4,4.0,0.9959937334060669,1.8274401426315308,5.244014263153076,0.9937835931777954,1.0,1.0,0.8500000834465027,0.9955703020095825,0.07582823932170868,0.00922488048672676,71680.0,0.13671875,0.00537899999471847,0.0012943000037921593,0.0,Qwen/Qwen3.5-9B,synthetic,cpu
