dataset,mode,bit_setting,bits,capture_id,prompt_label,prompt_hash,metric,threshold,n,mean,std,sem,ci95_low,ci95_high,model_id,query_source
captured,full_kv,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,full_kv,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2,2.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2,2.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2,2.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2,2.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_learned,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2,2.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2,2.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2,2.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2,2.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_block_so8_static,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2,2.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,key_only_random,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2,2.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2,2.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,0.0,0.0,0.0,0.0,0.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2,2.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2,2.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2,2.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2,2.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2,2.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2,2.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2.5,2.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2.5,2.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2.5,2.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,2.5,2.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,3.5,3.5,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,3.5,3.5,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,3.5,3.5,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,3.5,3.5,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,4,4.0,coding-ca766984,coding,ca7669847a89be275954e36db2667fc58ca706b565d2790513a6931dfd2606f1,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,4,4.0,explain-359133ba,explain,359133bab8404030a172f8efff97876f8565184962bf2f2677de73be054779c6,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,4,4.0,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
captured,protected_v_lowrank,4,4.0,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,hidden_cosine_similarity,0.95,1,-1.0,0.0,0.0,-1.0,-1.0,H:\Qwen3.5-9B-official-hf,captured
