dataset,trial,layer,mode,bit_setting,bits,model_id,query_source,eval_device,metric,value
synthetic,1,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.964117705821991
synthetic,1,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9788906574249268
synthetic,1,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9770785570144653
synthetic,1,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9688100218772888
synthetic,1,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9688100218772888
synthetic,1,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9688100218772888
synthetic,1,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9788906574249268
synthetic,1,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9807987809181213
synthetic,1,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9824188947677612
synthetic,1,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9787346124649048
synthetic,1,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9787346124649048
synthetic,1,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9787346124649048
synthetic,1,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9807987809181213
synthetic,1,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9891873002052307
synthetic,1,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9908434152603149
synthetic,1,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9896913170814514
synthetic,1,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9896913170814514
synthetic,1,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9896913170814514
synthetic,1,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9891873002052307
synthetic,1,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,1.0
synthetic,1,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.937716007232666
synthetic,1,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9475566148757935
synthetic,1,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.945636510848999
synthetic,1,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.945636510848999
synthetic,1,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.945636510848999
synthetic,1,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.937716007232666
synthetic,1,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9687979817390442
synthetic,1,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9633616805076599
synthetic,1,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.972626268863678
synthetic,1,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.972626268863678
synthetic,1,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.972626268863678
synthetic,1,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9687979817390442
synthetic,1,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.97575843334198
synthetic,1,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9778105616569519
synthetic,1,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9811707735061646
synthetic,1,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9811707735061646
synthetic,1,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9811707735061646
synthetic,1,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.97575843334198
synthetic,1,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9837749600410461
synthetic,1,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9825989007949829
synthetic,1,1,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9845190048217773
synthetic,1,1,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9845190048217773
synthetic,1,1,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9845190048217773
synthetic,1,1,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9837749600410461
synthetic,1,1,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9937835931777954
synthetic,1,1,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9921274781227112
synthetic,1,1,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9924755096435547
synthetic,1,1,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9924755096435547
synthetic,1,1,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9924755096435547
synthetic,1,1,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_spearman,0.9937835931777954
synthetic,0,0,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,1,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,1,1,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top1_match,1.0
synthetic,0,0,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_learned,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v_lowrank,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,full_kv,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_random,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_static,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,key_only_block_so8_learned,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,protected_v_lowrank,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,0,full_kv,4,4.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,exact,exact,,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_random,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_static,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_learned,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v_lowrank,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,full_kv,2,2.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_random,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_static,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_learned,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v_lowrank,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,full_kv,2.5,2.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_random,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_static,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_learned,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,protected_v_lowrank,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,full_kv,3,3.0,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_random,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
synthetic,0,1,key_only_block_so8_static,3.5,3.5,Qwen/Qwen3.5-9B,synthetic,cpu,logit_top5_match,1.0
