dataset,trial,layer,mode,bit_setting,bits,metric,value
synthetic_replay,0,0,key_only_random,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,protected_v,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,protected_v_lowrank,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,full_kv,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,exact,exact,,logit_top5_match,1.0
synthetic_replay,1,0,key_only_random,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v_lowrank,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,full_kv,2,2.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_random,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,protected_v,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,full_kv,2.5,2.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_random,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v_lowrank,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,full_kv,3,3.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_random,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,protected_v,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,full_kv,3.5,3.5,logit_top5_match,1.0
synthetic_replay,1,0,key_only_random,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,protected_v_lowrank,4,4.0,logit_top5_match,1.0
synthetic_replay,1,0,full_kv,4,4.0,logit_top5_match,1.0
synthetic_replay,0,0,exact,exact,,logit_top5_overlap,1.0
synthetic_replay,0,0,key_only_random,2,2.0,logit_top5_overlap,0.675000011920929
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,logit_top5_overlap,0.675000011920929
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,logit_top5_overlap,0.625
synthetic_replay,0,0,protected_v,2,2.0,logit_top5_overlap,0.625
synthetic_replay,0,0,protected_v_lowrank,2,2.0,logit_top5_overlap,0.625
synthetic_replay,0,0,full_kv,2,2.0,logit_top5_overlap,0.675000011920929
synthetic_replay,0,0,key_only_random,2.5,2.5,logit_top5_overlap,0.800000011920929
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,logit_top5_overlap,0.675000011920929
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,logit_top5_overlap,0.7750000953674316
synthetic_replay,0,0,protected_v,2.5,2.5,logit_top5_overlap,0.7750000953674316
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,logit_top5_overlap,0.7750000953674316
synthetic_replay,0,0,full_kv,2.5,2.5,logit_top5_overlap,0.800000011920929
synthetic_replay,0,0,key_only_random,3,3.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,logit_top5_overlap,0.824999988079071
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,protected_v,3,3.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,protected_v_lowrank,3,3.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,full_kv,3,3.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,0,0,key_only_random,3.5,3.5,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,logit_top5_overlap,0.7749999761581421
synthetic_replay,0,0,protected_v,3.5,3.5,logit_top5_overlap,0.7749999761581421
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,logit_top5_overlap,0.7749999761581421
synthetic_replay,0,0,full_kv,3.5,3.5,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,key_only_random,4,4.0,logit_top5_overlap,0.8750000596046448
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,0,0,protected_v,4,4.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,0,0,protected_v_lowrank,4,4.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,0,0,full_kv,4,4.0,logit_top5_overlap,0.8750000596046448
synthetic_replay,1,0,exact,exact,,logit_top5_overlap,1.0
synthetic_replay,1,0,key_only_random,2,2.0,logit_top5_overlap,0.7000000476837158
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,logit_top5_overlap,0.5999999642372131
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,logit_top5_overlap,0.6000000238418579
synthetic_replay,1,0,protected_v,2,2.0,logit_top5_overlap,0.6000000238418579
synthetic_replay,1,0,protected_v_lowrank,2,2.0,logit_top5_overlap,0.6000000238418579
synthetic_replay,1,0,full_kv,2,2.0,logit_top5_overlap,0.7000000476837158
synthetic_replay,1,0,key_only_random,2.5,2.5,logit_top5_overlap,0.7750000357627869
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,logit_top5_overlap,0.675000011920929
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,protected_v,2.5,2.5,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,full_kv,2.5,2.5,logit_top5_overlap,0.7750000357627869
synthetic_replay,1,0,key_only_random,3,3.0,logit_top5_overlap,0.8000000715255737
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,logit_top5_overlap,0.8250000476837158
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,protected_v,3,3.0,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,protected_v_lowrank,3,3.0,logit_top5_overlap,0.699999988079071
synthetic_replay,1,0,full_kv,3,3.0,logit_top5_overlap,0.8000000715255737
synthetic_replay,1,0,key_only_random,3.5,3.5,logit_top5_overlap,0.8750000596046448
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,logit_top5_overlap,0.800000011920929
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,logit_top5_overlap,0.75
synthetic_replay,1,0,protected_v,3.5,3.5,logit_top5_overlap,0.75
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,logit_top5_overlap,0.75
synthetic_replay,1,0,full_kv,3.5,3.5,logit_top5_overlap,0.8750000596046448
synthetic_replay,1,0,key_only_random,4,4.0,logit_top5_overlap,0.7749999761581421
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,logit_top5_overlap,0.925000011920929
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,1,0,protected_v,4,4.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,1,0,protected_v_lowrank,4,4.0,logit_top5_overlap,0.8500000238418579
synthetic_replay,1,0,full_kv,4,4.0,logit_top5_overlap,0.7749999761581421
synthetic_replay,0,0,exact,exact,,hidden_cosine_similarity,1.0
synthetic_replay,0,0,key_only_random,2,2.0,hidden_cosine_similarity,0.9999925494194031
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,hidden_cosine_similarity,0.9999972581863403
synthetic_replay,0,0,protected_v,2,2.0,hidden_cosine_similarity,0.9567260146141052
synthetic_replay,0,0,protected_v_lowrank,2,2.0,hidden_cosine_similarity,0.9618000984191895
synthetic_replay,0,0,full_kv,2,2.0,hidden_cosine_similarity,0.944848358631134
synthetic_replay,0,0,key_only_random,2.5,2.5,hidden_cosine_similarity,0.9999986886978149
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,hidden_cosine_similarity,0.9999997615814209
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,hidden_cosine_similarity,0.9999996423721313
synthetic_replay,0,0,protected_v,2.5,2.5,hidden_cosine_similarity,0.9567446112632751
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,hidden_cosine_similarity,0.9618121981620789
synthetic_replay,0,0,full_kv,2.5,2.5,hidden_cosine_similarity,0.9586308598518372
synthetic_replay,0,0,key_only_random,3,3.0,hidden_cosine_similarity,0.9999996423721313
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,hidden_cosine_similarity,0.9999995231628418
synthetic_replay,0,0,protected_v,3,3.0,hidden_cosine_similarity,0.9871018528938293
synthetic_replay,0,0,protected_v_lowrank,3,3.0,hidden_cosine_similarity,0.9884980916976929
synthetic_replay,0,0,full_kv,3,3.0,hidden_cosine_similarity,0.9842604994773865
synthetic_replay,0,0,key_only_random,3.5,3.5,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,hidden_cosine_similarity,0.9999998807907104
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,0,0,protected_v,3.5,3.5,hidden_cosine_similarity,0.9870955944061279
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,hidden_cosine_similarity,0.9884908199310303
synthetic_replay,0,0,full_kv,3.5,3.5,hidden_cosine_similarity,0.9890126585960388
synthetic_replay,0,0,key_only_random,4,4.0,hidden_cosine_similarity,1.0
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,hidden_cosine_similarity,0.9999998807907104
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,0,0,protected_v,4,4.0,hidden_cosine_similarity,0.9958822131156921
synthetic_replay,0,0,protected_v_lowrank,4,4.0,hidden_cosine_similarity,0.9964955449104309
synthetic_replay,0,0,full_kv,4,4.0,hidden_cosine_similarity,0.9956355094909668
synthetic_replay,1,0,exact,exact,,hidden_cosine_similarity,1.0
synthetic_replay,1,0,key_only_random,2,2.0,hidden_cosine_similarity,0.9999996423721313
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,hidden_cosine_similarity,0.9999999403953552
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,hidden_cosine_similarity,0.9999998211860657
synthetic_replay,1,0,protected_v,2,2.0,hidden_cosine_similarity,0.9546367526054382
synthetic_replay,1,0,protected_v_lowrank,2,2.0,hidden_cosine_similarity,0.9597020745277405
synthetic_replay,1,0,full_kv,2,2.0,hidden_cosine_similarity,0.9335377216339111
synthetic_replay,1,0,key_only_random,2.5,2.5,hidden_cosine_similarity,0.9999996423721313
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,hidden_cosine_similarity,0.9999999403953552
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,hidden_cosine_similarity,1.0
synthetic_replay,1,0,protected_v,2.5,2.5,hidden_cosine_similarity,0.9546331763267517
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,hidden_cosine_similarity,0.9597012400627136
synthetic_replay,1,0,full_kv,2.5,2.5,hidden_cosine_similarity,0.9564566016197205
synthetic_replay,1,0,key_only_random,3,3.0,hidden_cosine_similarity,1.0000001192092896
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,hidden_cosine_similarity,1.0
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,hidden_cosine_similarity,0.9999999403953552
synthetic_replay,1,0,protected_v,3,3.0,hidden_cosine_similarity,0.9882287383079529
synthetic_replay,1,0,protected_v_lowrank,3,3.0,hidden_cosine_similarity,0.9889371991157532
synthetic_replay,1,0,full_kv,3,3.0,hidden_cosine_similarity,0.9813900589942932
synthetic_replay,1,0,key_only_random,3.5,3.5,hidden_cosine_similarity,0.9999999403953552
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,hidden_cosine_similarity,1.0000001192092896
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,hidden_cosine_similarity,0.9999998807907104
synthetic_replay,1,0,protected_v,3.5,3.5,hidden_cosine_similarity,0.988229513168335
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,hidden_cosine_similarity,0.9889380931854248
synthetic_replay,1,0,full_kv,3.5,3.5,hidden_cosine_similarity,0.9884170293807983
synthetic_replay,1,0,key_only_random,4,4.0,hidden_cosine_similarity,1.0
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,hidden_cosine_similarity,1.0000001192092896
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,hidden_cosine_similarity,1.0000001192092896
synthetic_replay,1,0,protected_v,4,4.0,hidden_cosine_similarity,0.9963411688804626
synthetic_replay,1,0,protected_v_lowrank,4,4.0,hidden_cosine_similarity,0.9965732097625732
synthetic_replay,1,0,full_kv,4,4.0,hidden_cosine_similarity,0.9953699707984924
synthetic_replay,0,0,exact,exact,,hidden_mae,0.0
synthetic_replay,0,0,key_only_random,2,2.0,hidden_mae,0.002434530295431614
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,hidden_mae,0.00032684270991012454
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,hidden_mae,0.0014766498934477568
synthetic_replay,0,0,protected_v,2,2.0,hidden_mae,0.2160942405462265
synthetic_replay,0,0,protected_v_lowrank,2,2.0,hidden_mae,0.20449931919574738
synthetic_replay,0,0,full_kv,2,2.0,hidden_mae,0.2554304599761963
synthetic_replay,0,0,key_only_random,2.5,2.5,hidden_mae,0.0009623090736567974
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,hidden_mae,0.00024197455786634237
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,hidden_mae,0.0006282037356868386
synthetic_replay,0,0,protected_v,2.5,2.5,hidden_mae,0.21590416133403778
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,hidden_mae,0.20440007746219635
synthetic_replay,0,0,full_kv,2.5,2.5,hidden_mae,0.22548016905784607
synthetic_replay,0,0,key_only_random,3,3.0,hidden_mae,0.0004962886450812221
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,hidden_mae,0.0002531963982619345
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,hidden_mae,0.0005656586145050824
synthetic_replay,0,0,protected_v,3,3.0,hidden_mae,0.11684268712997437
synthetic_replay,0,0,protected_v_lowrank,3,3.0,hidden_mae,0.11337631195783615
synthetic_replay,0,0,full_kv,3,3.0,hidden_mae,0.1379285752773285
synthetic_replay,0,0,key_only_random,3.5,3.5,hidden_mae,0.0002841779205482453
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,hidden_mae,0.00029781050398014486
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,hidden_mae,0.00041695215622894466
synthetic_replay,0,0,protected_v,3.5,3.5,hidden_mae,0.11683507263660431
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,hidden_mae,0.11338592320680618
synthetic_replay,0,0,full_kv,3.5,3.5,hidden_mae,0.11813674122095108
synthetic_replay,0,0,key_only_random,4,4.0,hidden_mae,0.00011826488480437547
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,hidden_mae,0.0001721632870612666
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,hidden_mae,0.0002677610900718719
synthetic_replay,0,0,protected_v,4,4.0,hidden_mae,0.06545895338058472
synthetic_replay,0,0,protected_v_lowrank,4,4.0,hidden_mae,0.06141536682844162
synthetic_replay,0,0,full_kv,4,4.0,hidden_mae,0.07412928342819214
synthetic_replay,1,0,exact,exact,,hidden_mae,0.0
synthetic_replay,1,0,key_only_random,2,2.0,hidden_mae,0.00046129844849929214
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,hidden_mae,0.00020397610205691308
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,hidden_mae,0.0003020835865754634
synthetic_replay,1,0,protected_v,2,2.0,hidden_mae,0.2081359177827835
synthetic_replay,1,0,protected_v_lowrank,2,2.0,hidden_mae,0.1975225955247879
synthetic_replay,1,0,full_kv,2,2.0,hidden_mae,0.2627040445804596
synthetic_replay,1,0,key_only_random,2.5,2.5,hidden_mae,0.0005227517685852945
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,hidden_mae,0.00014242382894735783
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,hidden_mae,5.281595076667145e-05
synthetic_replay,1,0,protected_v,2.5,2.5,hidden_mae,0.20813313126564026
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,hidden_mae,0.19753536581993103
synthetic_replay,1,0,full_kv,2.5,2.5,hidden_mae,0.2140842080116272
synthetic_replay,1,0,key_only_random,3,3.0,hidden_mae,0.00010468465916346759
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,hidden_mae,0.0001348556688753888
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,hidden_mae,0.00021674261370208114
synthetic_replay,1,0,protected_v,3,3.0,hidden_mae,0.10837295651435852
synthetic_replay,1,0,protected_v_lowrank,3,3.0,hidden_mae,0.10613703727722168
synthetic_replay,1,0,full_kv,3,3.0,hidden_mae,0.14213034510612488
synthetic_replay,1,0,key_only_random,3.5,3.5,hidden_mae,0.00013572096941061318
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,hidden_mae,0.00015566709043923765
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,hidden_mae,0.00014909202582202852
synthetic_replay,1,0,protected_v,3.5,3.5,hidden_mae,0.108357734978199
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,hidden_mae,0.10613249242305756
synthetic_replay,1,0,full_kv,3.5,3.5,hidden_mae,0.11233986914157867
synthetic_replay,1,0,key_only_random,4,4.0,hidden_mae,6.968407251406461e-05
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,hidden_mae,5.4492338676936924e-05
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,hidden_mae,3.5620960261439905e-05
synthetic_replay,1,0,protected_v,4,4.0,hidden_mae,0.05926692858338356
synthetic_replay,1,0,protected_v_lowrank,4,4.0,hidden_mae,0.05839933454990387
synthetic_replay,1,0,full_kv,4,4.0,hidden_mae,0.07169140875339508
synthetic_replay,0,0,exact,exact,,hidden_mse,0.0
synthetic_replay,0,0,key_only_random,2,2.0,hidden_mse,2.1567415387835354e-05
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,hidden_mse,2.7992950890620705e-07
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,hidden_mse,7.827789886505343e-06
synthetic_replay,0,0,protected_v,2,2.0,hidden_mse,0.08276794105768204
synthetic_replay,0,0,protected_v_lowrank,2,2.0,hidden_mse,0.07329252362251282
synthetic_replay,0,0,full_kv,2,2.0,hidden_mse,0.10473641008138657
synthetic_replay,0,0,key_only_random,2.5,2.5,hidden_mse,3.4087852327502333e-06
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,hidden_mse,2.182125626859488e-07
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,hidden_mse,1.1019569683412556e-06
synthetic_replay,0,0,protected_v,2.5,2.5,hidden_mse,0.08276019990444183
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,hidden_mse,0.07329925894737244
synthetic_replay,0,0,full_kv,2.5,2.5,hidden_mse,0.08084119856357574
synthetic_replay,0,0,key_only_random,3,3.0,hidden_mse,9.434742196390289e-07
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,hidden_mse,2.0609914486158232e-07
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,hidden_mse,1.3071862667857204e-06
synthetic_replay,0,0,protected_v,3,3.0,hidden_mse,0.02502051740884781
synthetic_replay,0,0,protected_v_lowrank,3,3.0,hidden_mse,0.02232448384165764
synthetic_replay,0,0,full_kv,3,3.0,hidden_mse,0.03051454946398735
synthetic_replay,0,0,key_only_random,3.5,3.5,hidden_mse,2.7547284275897255e-07
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,hidden_mse,3.29471504301182e-07
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,hidden_mse,5.460090051201405e-07
synthetic_replay,0,0,protected_v,3.5,3.5,hidden_mse,0.02503376081585884
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,hidden_mse,0.022339412942528725
synthetic_replay,0,0,full_kv,3.5,3.5,hidden_mse,0.021682551130652428
synthetic_replay,0,0,key_only_random,4,4.0,hidden_mse,5.3746354922168393e-08
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,hidden_mse,7.10829510808253e-08
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,hidden_mse,3.240138823912275e-07
synthetic_replay,0,0,protected_v,4,4.0,hidden_mse,0.008023809641599655
synthetic_replay,0,0,protected_v_lowrank,4,4.0,hidden_mse,0.006827910430729389
synthetic_replay,0,0,full_kv,4,4.0,hidden_mse,0.008510109968483448
synthetic_replay,1,0,exact,exact,,hidden_mse,0.0
synthetic_replay,1,0,key_only_random,2,2.0,hidden_mse,9.490769343756256e-07
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,hidden_mse,1.1744523931156436e-07
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,hidden_mse,4.875404897575208e-07
synthetic_replay,1,0,protected_v,2,2.0,hidden_mse,0.07669941335916519
synthetic_replay,1,0,protected_v_lowrank,2,2.0,hidden_mse,0.06811079382896423
synthetic_replay,1,0,full_kv,2,2.0,hidden_mse,0.11037063598632812
synthetic_replay,1,0,key_only_random,2.5,2.5,hidden_mse,9.72335328697227e-07
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,hidden_mse,5.947948977791384e-08
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,hidden_mse,5.592988738811755e-09
synthetic_replay,1,0,protected_v,2.5,2.5,hidden_mse,0.07671990990638733
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,hidden_mse,0.06812236458063126
synthetic_replay,1,0,full_kv,2.5,2.5,hidden_mse,0.07380412518978119
synthetic_replay,1,0,key_only_random,3,3.0,hidden_mse,3.0363047187620396e-08
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,hidden_mse,4.057688229863743e-08
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,hidden_mse,1.8625061670718424e-07
synthetic_replay,1,0,protected_v,3,3.0,hidden_mse,0.02010214887559414
synthetic_replay,1,0,protected_v_lowrank,3,3.0,hidden_mse,0.01889842562377453
synthetic_replay,1,0,full_kv,3,3.0,hidden_mse,0.03178541362285614
synthetic_replay,1,0,key_only_random,3.5,3.5,hidden_mse,4.937550102113164e-08
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,hidden_mse,5.951113024593724e-08
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,hidden_mse,9.079584373239413e-08
synthetic_replay,1,0,protected_v,3.5,3.5,hidden_mse,0.020100658759474754
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,hidden_mse,0.018897008150815964
synthetic_replay,1,0,full_kv,3.5,3.5,hidden_mse,0.0198449045419693
synthetic_replay,1,0,key_only_random,4,4.0,hidden_mse,1.4250971958063019e-08
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,hidden_mse,1.0117579662960452e-08
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,hidden_mse,3.017782912451139e-09
synthetic_replay,1,0,protected_v,4,4.0,hidden_mse,0.006274614483118057
synthetic_replay,1,0,protected_v_lowrank,4,4.0,hidden_mse,0.005876167677342892
synthetic_replay,1,0,full_kv,4,4.0,hidden_mse,0.007937557063996792
synthetic_replay,0,0,exact,exact,,memory_bits,524288.0
synthetic_replay,0,0,key_only_random,2,2.0,memory_bits,282624.0
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,memory_bits,282624.0
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,memory_bits,282624.0
synthetic_replay,0,0,protected_v,2,2.0,memory_bits,71040.0
synthetic_replay,0,0,protected_v_lowrank,2,2.0,memory_bits,79232.0
synthetic_replay,0,0,full_kv,2,2.0,memory_bits,38912.0
synthetic_replay,0,0,key_only_random,2.5,2.5,memory_bits,284672.0
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,memory_bits,284672.0
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,memory_bits,284672.0
synthetic_replay,0,0,protected_v,2.5,2.5,memory_bits,73088.0
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,memory_bits,81280.0
synthetic_replay,0,0,full_kv,2.5,2.5,memory_bits,43008.0
synthetic_replay,0,0,key_only_random,3,3.0,memory_bits,290816.0
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,memory_bits,290816.0
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,memory_bits,290816.0
synthetic_replay,0,0,protected_v,3,3.0,memory_bits,86592.0
synthetic_replay,0,0,protected_v_lowrank,3,3.0,memory_bits,94784.0
synthetic_replay,0,0,full_kv,3,3.0,memory_bits,55296.0
synthetic_replay,0,0,key_only_random,3.5,3.5,memory_bits,292864.0
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,memory_bits,292864.0
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,memory_bits,292864.0
synthetic_replay,0,0,protected_v,3.5,3.5,memory_bits,88640.0
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,memory_bits,96832.0
synthetic_replay,0,0,full_kv,3.5,3.5,memory_bits,59392.0
synthetic_replay,0,0,key_only_random,4,4.0,memory_bits,299008.0
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,memory_bits,299008.0
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,memory_bits,299008.0
synthetic_replay,0,0,protected_v,4,4.0,memory_bits,102144.0
synthetic_replay,0,0,protected_v_lowrank,4,4.0,memory_bits,110336.0
synthetic_replay,0,0,full_kv,4,4.0,memory_bits,71680.0
synthetic_replay,1,0,exact,exact,,memory_bits,524288.0
synthetic_replay,1,0,key_only_random,2,2.0,memory_bits,282624.0
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,memory_bits,282624.0
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,memory_bits,282624.0
synthetic_replay,1,0,protected_v,2,2.0,memory_bits,71040.0
synthetic_replay,1,0,protected_v_lowrank,2,2.0,memory_bits,79232.0
synthetic_replay,1,0,full_kv,2,2.0,memory_bits,38912.0
